r,Method,Weight,Definition,Threshold_values_schematic,Visualization_range,Threshold_display,Source_note
1.78,Shell,1,,,,,
1.78,LR,1,,,,,
1.781,PCA,0.707106781186548,,,,,
1.781,K's tau,0.561482313307131,,,,,
1.781,Winsor,1,,,,,
1.781,Quad,1,,,,,
1.781,Ball,1,,,,,
1.781,Shell,1,,,,,
1.781,LR,1,,,,,
1.782,PCA,0.707106781186548,,,,,
1.782,K's tau,0.561167227833895,,,,,
1.782,Winsor,1,,,,,
1.782,Quad,1,,,,,
1.782,Ball,1,,,,,
1.782,Shell,1,,,,,
1.782,LR,1,,,,,
1.783,PCA,0.707106781186548,,,,,
1.783,K's tau,0.560852495793606,,,,,
1.783,Winsor,1,,,,,
1.783,Quad,1,,,,,
1.783,Ball,1,,,,,
1.783,Shell,1,,,,,
1.783,LR,1,,,,,
1.784,PCA,0.707106781186548,,,,,
1.784,K's tau,0.560538116591928,,,,,
1.784,Winsor,1,,,,,
1.784,Quad,1,,,,,
1.784,Ball,1,,,,,
1.784,Shell,1,,,,,
1.784,LR,1,,,,,
1.785,PCA,0.707106781186548,,,,,
1.785,K's tau,0.560224089635854,,,,,
1.785,Winsor,1,,,,,
1.785,Quad,1,,,,,
1.785,Ball,1,,,,,
1.785,Shell,1,,,,,
1.785,LR,1,,,,,
1.786,PCA,0.707106781186548,,,,,
1.786,K's tau,0.559910414333707,,,,,
1.786,Winsor,1,,,,,
1.786,Quad,1,,,,,
1.786,Ball,1,,,,,
1.786,Shell,1,,,,,
1.786,LR,1,,,,,
1.787,PCA,0.707106781186548,,,,,
1.787,K's tau,0.559597090095132,,,,,
1.787,Winsor,1,,,,,
1.787,Quad,1,,,,,
1.787,Ball,1,,,,,
1.787,Shell,1,,,,,
1.787,LR,1,,,,,
1.788,PCA,0.707106781186548,,,,,
1.788,K's tau,0.559284116331096,,,,,
1.788,Winsor,1,,,,,
1.788,Quad,1,,,,,
1.788,Ball,1,,,,,
1.788,Shell,1,,,,,
1.788,LR,1,,,,,
1.789,PCA,0.707106781186548,,,,,
1.789,K's tau,0.558971492453885,,,,,
1.789,Winsor,1,,,,,
1.789,Quad,1,,,,,
1.789,Ball,1,,,,,
1.789,Shell,1,,,,,
1.789,LR,1,,,,,
1.79,PCA,0.707106781186548,,,,,
1.79,K's tau,0.558659217877095,,,,,
1.79,Winsor,1,,,,,
1.79,Quad,1,,,,,
1.79,Ball,1,,,,,
1.79,Shell,1,,,,,
1.79,LR,1,,,,,
1.791,PCA,0.707106781186548,,,,,
1.791,K's tau,0.558347292015634,,,,,
1.791,Winsor,1,,,,,
1.791,Quad,1,,,,,
1.791,Ball,1,,,,,
1.791,Shell,1,,,,,
1.791,LR,1,,,,,
1.792,PCA,0.707106781186548,,,,,
1.792,K's tau,0.558035714285714,,,,,
1.792,Winsor,1,,,,,
1.792,Quad,1,,,,,
1.792,Ball,1,,,,,
1.792,Shell,1,,,,,
1.792,LR,1,,,,,
1.793,PCA,0.707106781186548,,,,,
1.793,K's tau,0.557724484104852,,,,,
1.793,Winsor,1,,,,,
1.793,Quad,1,,,,,
1.793,Ball,1,,,,,
1.793,Shell,1,,,,,
1.793,LR,1,,,,,
1.794,PCA,0.707106781186548,,,,,
1.794,K's tau,0.557413600891862,,,,,
1.794,Winsor,1,,,,,
1.794,Quad,1,,,,,
1.794,Ball,1,,,,,
1.794,Shell,1,,,,,
1.794,LR,1,,,,,
1.795,PCA,0.707106781186548,,,,,
1.795,K's tau,0.557103064066852,,,,,
1.795,Winsor,1,,,,,
1.795,Quad,1,,,,,
1.795,Ball,1,,,,,
1.795,Shell,1,,,,,
1.795,LR,1,,,,,
1.796,PCA,0.707106781186548,,,,,
1.796,K's tau,0.556792873051225,,,,,
1.796,Winsor,1,,,,,
1.796,Quad,1,,,,,
1.796,Ball,1,,,,,
1.796,Shell,1,,,,,
1.796,LR,1,,,,,
1.797,PCA,0.707106781186548,,,,,
1.797,K's tau,0.556483027267668,,,,,
1.797,Winsor,1,,,,,
1.797,Quad,1,,,,,
1.797,Ball,1,,,,,
1.797,Shell,1,,,,,
1.797,LR,1,,,,,
1.798,PCA,0.707106781186548,,,,,
1.798,K's tau,0.556173526140156,,,,,
1.798,Winsor,1,,,,,
1.798,Quad,1,,,,,
1.798,Ball,1,,,,,
1.798,Shell,1,,,,,
1.798,LR,1,,,,,
1.799,PCA,0.707106781186548,,,,,
1.799,K's tau,0.555864369093941,,,,,
1.799,Winsor,1,,,,,
1.799,Quad,1,,,,,
1.799,Ball,1,,,,,
1.799,Shell,1,,,,,
1.799,LR,1,,,,,
1.8,PCA,0.707106781186548,,,,,
1.8,K's tau,0.555555555555556,,,,,
1.8,Winsor,1,,,,,
1.8,Quad,1,,,,,
1.8,Ball,1,,,,,
1.8,Shell,1,,,,,
1.8,LR,1,,,,,
1.801,PCA,0.707106781186548,,,,,
1.801,K's tau,0.555247084952804,,,,,
1.801,Winsor,1,,,,,
1.801,Quad,1,,,,,
1.801,Ball,1,,,,,
1.801,Shell,1,,,,,
1.801,LR,1,,,,,
1.802,PCA,0.707106781186548,,,,,
1.802,K's tau,0.554938956714761,,,,,
1.802,Winsor,1,,,,,
1.802,Quad,1,,,,,
1.802,Ball,1,,,,,
1.802,Shell,1,,,,,
1.802,LR,1,,,,,
1.803,PCA,0.707106781186548,,,,,
1.803,K's tau,0.554631170271769,,,,,
1.803,Winsor,1,,,,,
1.803,Quad,1,,,,,
1.803,Ball,1,,,,,
1.803,Shell,1,,,,,
1.803,LR,1,,,,,
1.804,PCA,0.707106781186548,,,,,
1.804,K's tau,0.554323725055432,,,,,
1.804,Winsor,1,,,,,
1.804,Quad,1,,,,,
1.804,Ball,1,,,,,
1.804,Shell,1,,,,,
1.804,LR,1,,,,,
1.805,PCA,0.707106781186548,,,,,
1.805,K's tau,0.554016620498615,,,,,
1.805,Winsor,1,,,,,
1.805,Quad,1,,,,,
1.805,Ball,1,,,,,
1.805,Shell,1,,,,,
1.805,LR,1,,,,,
1.806,PCA,0.707106781186548,,,,,
1.806,K's tau,0.553709856035438,,,,,
1.806,Winsor,1,,,,,
1.806,Quad,1,,,,,
1.806,Ball,1,,,,,
1.806,Shell,1,,,,,
1.806,LR,1,,,,,
1.807,PCA,0.707106781186548,,,,,
1.807,K's tau,0.553403431101273,,,,,
1.807,Winsor,1,,,,,
1.807,Quad,1,,,,,
1.807,Ball,1,,,,,
1.807,Shell,1,,,,,
1.807,LR,1,,,,,
1.808,PCA,0.707106781186548,,,,,
1.808,K's tau,0.553097345132743,,,,,
1.808,Winsor,1,,,,,
1.808,Quad,1,,,,,
1.808,Ball,1,,,,,
1.808,Shell,1,,,,,
1.808,LR,1,,,,,
1.809,PCA,0.707106781186548,,,,,
1.809,K's tau,0.552791597567717,,,,,
1.809,Winsor,1,,,,,
1.809,Quad,1,,,,,
1.809,Ball,1,,,,,
1.809,Shell,1,,,,,
1.809,LR,1,,,,,
1.81,PCA,0.707106781186548,,,,,
1.81,K's tau,0.552486187845304,,,,,
1.81,Winsor,1,,,,,
1.81,Quad,1,,,,,
1.81,Ball,1,,,,,
1.81,Shell,1,,,,,
1.81,LR,1,,,,,
1.811,PCA,0.707106781186548,,,,,
1.811,K's tau,0.552181115405853,,,,,
1.811,Winsor,1,,,,,
1.811,Quad,1,,,,,
1.811,Ball,1,,,,,
1.811,Shell,1,,,,,
1.811,LR,1,,,,,
1.812,PCA,0.707106781186548,,,,,
1.812,K's tau,0.551876379690949,,,,,
1.812,Winsor,1,,,,,
1.812,Quad,1,,,,,
1.812,Ball,1,,,,,
1.812,Shell,1,,,,,
1.812,LR,1,,,,,
1.813,PCA,0.707106781186548,,,,,
1.813,K's tau,0.551571980143409,,,,,
1.813,Winsor,1,,,,,
1.813,Quad,1,,,,,
1.813,Ball,1,,,,,
1.813,Shell,1,,,,,
1.813,LR,1,,,,,
1.814,PCA,0.707106781186548,,,,,
1.814,K's tau,0.551267916207277,,,,,
1.814,Winsor,1,,,,,
1.814,Quad,1,,,,,
1.814,Ball,1,,,,,
1.814,Shell,1,,,,,
1.814,LR,1,,,,,
1.815,PCA,0.707106781186548,,,,,
1.815,K's tau,0.550964187327824,,,,,
1.815,Winsor,1,,,,,
1.815,Quad,1,,,,,
1.815,Ball,1,,,,,
1.815,Shell,1,,,,,
1.815,LR,1,,,,,
1.816,PCA,0.707106781186548,,,,,
1.816,K's tau,0.550660792951542,,,,,
1.816,Winsor,1,,,,,
1.816,Quad,1,,,,,
1.816,Ball,1,,,,,
1.816,Shell,1,,,,,
1.816,LR,1,,,,,
1.817,PCA,0.707106781186548,,,,,
1.817,K's tau,0.550357732526142,,,,,
1.817,Winsor,1,,,,,
1.817,Quad,1,,,,,
1.817,Ball,1,,,,,
1.817,Shell,1,,,,,
1.817,LR,1,,,,,
1.818,PCA,0.707106781186548,,,,,
1.818,K's tau,0.55005500550055,,,,,
1.818,Winsor,1,,,,,
1.818,Quad,1,,,,,
1.818,Ball,1,,,,,
1.818,Shell,1,,,,,
1.818,LR,1,,,,,
1.819,PCA,0.707106781186548,,,,,
1.819,K's tau,0.549752611324904,,,,,
1.819,Winsor,1,,,,,
1.819,Quad,1,,,,,
1.819,Ball,1,,,,,
1.819,Shell,1,,,,,
1.819,LR,1,,,,,
1.82,PCA,0.707106781186548,,,,,
1.82,K's tau,0.549450549450549,,,,,
1.82,Winsor,1,,,,,
1.82,Quad,1,,,,,
1.82,Ball,1,,,,,
1.82,Shell,1,,,,,
1.82,LR,1,,,,,
1.821,PCA,0.707106781186548,,,,,
1.821,K's tau,0.549148819330038,,,,,
1.821,Winsor,1,,,,,
1.821,Quad,1,,,,,
1.821,Ball,1,,,,,
1.821,Shell,1,,,,,
1.821,LR,1,,,,,
1.822,PCA,0.707106781186548,,,,,
1.822,K's tau,0.548847420417124,,,,,
1.822,Winsor,1,,,,,
1.822,Quad,1,,,,,
1.822,Ball,1,,,,,
1.822,Shell,1,,,,,
1.822,LR,1,,,,,
1.823,PCA,0.707106781186548,,,,,
1.823,K's tau,0.548546352166758,,,,,
1.823,Winsor,1,,,,,
1.823,Quad,1,,,,,
1.823,Ball,1,,,,,
1.823,Shell,1,,,,,
1.823,LR,1,,,,,
1.824,PCA,0.707106781186548,,,,,
1.824,K's tau,0.548245614035088,,,,,
1.824,Winsor,1,,,,,
1.824,Quad,1,,,,,
1.824,Ball,1,,,,,
1.824,Shell,1,,,,,
1.824,LR,1,,,,,
1.825,PCA,0.707106781186548,,,,,
1.825,K's tau,0.547945205479452,,,,,
1.825,Winsor,1,,,,,
1.825,Quad,1,,,,,
1.825,Ball,1,,,,,
1.825,Shell,1,,,,,
1.825,LR,1,,,,,
1.826,PCA,0.707106781186548,,,,,
1.826,K's tau,0.547645125958379,,,,,
1.826,Winsor,1,,,,,
1.826,Quad,1,,,,,
1.826,Ball,1,,,,,
1.826,Shell,1,,,,,
1.826,LR,1,,,,,
1.827,PCA,0.707106781186548,,,,,
1.827,K's tau,0.547345374931582,,,,,
1.827,Winsor,1,,,,,
1.827,Quad,1,,,,,
1.827,Ball,1,,,,,
1.827,Shell,1,,,,,
1.827,LR,1,,,,,
1.828,PCA,0.707106781186548,,,,,
1.828,K's tau,0.547045951859956,,,,,
1.828,Winsor,1,,,,,
1.828,Quad,1,,,,,
1.828,Ball,1,,,,,
1.828,Shell,1,,,,,
1.828,LR,1,,,,,
1.829,PCA,0.707106781186548,,,,,
1.829,K's tau,0.546746856205577,,,,,
1.829,Winsor,1,,,,,
1.829,Quad,1,,,,,
1.829,Ball,1,,,,,
1.829,Shell,1,,,,,
1.829,LR,1,,,,,
1.83,PCA,0.707106781186548,,,,,
1.83,K's tau,0.546448087431694,,,,,
1.83,Winsor,1,,,,,
1.83,Quad,1,,,,,
1.83,Ball,1,,,,,
1.83,Shell,1,,,,,
1.83,LR,1,,,,,
1.831,PCA,0.707106781186548,,,,,
1.831,K's tau,0.546149645002731,,,,,
1.831,Winsor,1,,,,,
1.831,Quad,1,,,,,
1.831,Ball,1,,,,,
1.831,Shell,1,,,,,
1.831,LR,1,,,,,
1.832,PCA,0.707106781186548,,,,,
1.832,K's tau,0.545851528384279,,,,,
1.832,Winsor,1,,,,,
1.832,Quad,1,,,,,
1.832,Ball,1,,,,,
1.832,Shell,1,,,,,
1.832,LR,1,,,,,
1.833,PCA,0.707106781186548,,,,,
1.833,K's tau,0.545553737043099,,,,,
1.833,Winsor,1,,,,,
1.833,Quad,1,,,,,
1.833,Ball,1,,,,,
1.833,Shell,1,,,,,
1.833,LR,1,,,,,
1.834,PCA,0.707106781186548,,,,,
1.834,K's tau,0.54525627044711,,,,,
1.834,Winsor,1,,,,,
1.834,Quad,1,,,,,
1.834,Ball,1,,,,,
1.834,Shell,1,,,,,
1.834,LR,1,,,,,
1.835,PCA,0.707106781186548,,,,,
1.835,K's tau,0.544959128065395,,,,,
1.835,Winsor,1,,,,,
1.835,Quad,1,,,,,
1.835,Ball,1,,,,,
1.835,Shell,1,,,,,
1.835,LR,1,,,,,
1.836,PCA,0.707106781186548,,,,,
1.836,K's tau,0.544662309368192,,,,,
1.836,Winsor,1,,,,,
1.836,Quad,1,,,,,
1.836,Ball,1,,,,,
1.836,Shell,1,,,,,
1.836,LR,1,,,,,
1.837,PCA,0.707106781186548,,,,,
1.837,K's tau,0.544365813826892,,,,,
1.837,Winsor,1,,,,,
1.837,Quad,1,,,,,
1.837,Ball,1,,,,,
1.837,Shell,1,,,,,
1.837,LR,1,,,,,
1.838,PCA,0.707106781186548,,,,,
1.838,K's tau,0.544069640914037,,,,,
1.838,Winsor,1,,,,,
1.838,Quad,1,,,,,
1.838,Ball,1,,,,,
1.838,Shell,1,,,,,
1.838,LR,1,,,,,
1.839,PCA,0.707106781186548,,,,,
1.839,K's tau,0.543773790103317,,,,,
1.839,Winsor,1,,,,,
1.839,Quad,1,,,,,
1.839,Ball,1,,,,,
1.839,Shell,1,,,,,
1.839,LR,1,,,,,
1.84,PCA,0.707106781186548,,,,,
1.84,K's tau,0.543478260869565,,,,,
1.84,Winsor,1,,,,,
1.84,Quad,1,,,,,
1.84,Ball,1,,,,,
1.84,Shell,1,,,,,
1.84,LR,1,,,,,
1.841,PCA,0.707106781186548,,,,,
1.841,K's tau,0.543183052688756,,,,,
1.841,Winsor,1,,,,,
1.841,Quad,1,,,,,
1.841,Ball,1,,,,,
1.841,Shell,1,,,,,
1.841,LR,1,,,,,
1.842,PCA,0.707106781186548,,,,,
1.842,K's tau,0.542888165038002,,,,,
1.842,Winsor,1,,,,,
1.842,Quad,1,,,,,
1.842,Ball,1,,,,,
1.842,Shell,1,,,,,
1.842,LR,1,,,,,
1.843,PCA,0.707106781186548,,,,,
1.843,K's tau,0.542593597395551,,,,,
1.843,Winsor,1,,,,,
1.843,Quad,1,,,,,
1.843,Ball,1,,,,,
1.843,Shell,1,,,,,
1.843,LR,1,,,,,
1.844,PCA,0.707106781186548,,,,,
1.844,K's tau,0.542299349240781,,,,,
1.844,Winsor,1,,,,,
1.844,Quad,1,,,,,
1.844,Ball,1,,,,,
1.844,Shell,1,,,,,
1.844,LR,1,,,,,
1.845,PCA,0.707106781186548,,,,,
1.845,K's tau,0.542005420054201,,,,,
1.845,Winsor,1,,,,,
1.845,Quad,1,,,,,
1.845,Ball,1,,,,,
1.845,Shell,1,,,,,
1.845,LR,1,,,,,
1.846,PCA,0.707106781186548,,,,,
1.846,K's tau,0.541711809317443,,,,,
1.846,Winsor,1,,,,,
1.846,Quad,1,,,,,
1.846,Ball,1,,,,,
1.846,Shell,1,,,,,
1.846,LR,1,,,,,
1.847,PCA,0.707106781186548,,,,,
1.847,K's tau,0.541418516513265,,,,,
1.847,Winsor,1,,,,,
1.847,Quad,1,,,,,
1.847,Ball,1,,,,,
1.847,Shell,1,,,,,
1.847,LR,1,,,,,
1.848,PCA,0.707106781186548,,,,,
1.848,K's tau,0.541125541125541,,,,,
1.848,Winsor,1,,,,,
1.848,Quad,1,,,,,
1.848,Ball,1,,,,,
1.848,Shell,1,,,,,
1.848,LR,1,,,,,
1.849,PCA,0.707106781186548,,,,,
1.849,K's tau,0.540832882639264,,,,,
1.849,Winsor,1,,,,,
1.849,Quad,1,,,,,
1.849,Ball,1,,,,,
1.849,Shell,1,,,,,
1.849,LR,1,,,,,
1.85,PCA,0.707106781186548,,,,,
1.85,K's tau,0.54054054054054,,,,,
1.85,Winsor,1,,,,,
1.85,Quad,1,,,,,
1.85,Ball,1,,,,,
1.85,Shell,1,,,,,
1.85,LR,1,,,,,
1.851,PCA,0.707106781186548,,,,,
1.851,K's tau,0.540248514316586,,,,,
1.851,Winsor,1,,,,,
1.851,Quad,1,,,,,
1.851,Ball,1,,,,,
1.851,Shell,1,,,,,
1.851,LR,1,,,,,
1.852,PCA,0.707106781186548,,,,,
1.852,K's tau,0.539956803455724,,,,,
1.852,Winsor,1,,,,,
1.852,Quad,1,,,,,
1.852,Ball,1,,,,,
1.852,Shell,1,,,,,
1.852,LR,1,,,,,
1.853,PCA,0.707106781186548,,,,,
1.853,K's tau,0.539665407447383,,,,,
1.853,Winsor,1,,,,,
1.853,Quad,1,,,,,
1.853,Ball,1,,,,,
1.853,Shell,1,,,,,
1.853,LR,1,,,,,
1.854,PCA,0.707106781186548,,,,,
1.854,K's tau,0.539374325782093,,,,,
1.854,Winsor,1,,,,,
1.854,Quad,1,,,,,
1.854,Ball,1,,,,,
1.854,Shell,1,,,,,
1.854,LR,1,,,,,
1.855,PCA,0.707106781186548,,,,,
1.855,K's tau,0.539083557951483,,,,,
1.855,Winsor,1,,,,,
1.855,Quad,1,,,,,
1.855,Ball,1,,,,,
1.855,Shell,1,,,,,
1.855,LR,1,,,,,
1.856,PCA,0.707106781186548,,,,,
1.856,K's tau,0.538793103448276,,,,,
1.856,Winsor,1,,,,,
1.856,Quad,1,,,,,
1.856,Ball,1,,,,,
1.856,Shell,1,,,,,
1.856,LR,1,,,,,
1.857,PCA,0.707106781186548,,,,,
1.857,K's tau,0.53850296176629,,,,,
1.857,Winsor,1,,,,,
1.857,Quad,1,,,,,
1.857,Ball,1,,,,,
1.857,Shell,1,,,,,
1.857,LR,1,,,,,
1.858,PCA,0.707106781186548,,,,,
1.858,K's tau,0.538213132400431,,,,,
1.858,Winsor,1,,,,,
1.858,Quad,1,,,,,
1.858,Ball,1,,,,,
1.858,Shell,1,,,,,
1.858,LR,1,,,,,
1.859,PCA,0.707106781186548,,,,,
1.859,K's tau,0.537923614846692,,,,,
1.859,Winsor,1,,,,,
1.859,Quad,1,,,,,
1.859,Ball,1,,,,,
1.859,Shell,1,,,,,
1.859,LR,1,,,,,
1.86,PCA,0.707106781186548,,,,,
1.86,K's tau,0.537634408602151,,,,,
1.86,Winsor,1,,,,,
1.86,Quad,1,,,,,
1.86,Ball,1,,,,,
1.86,Shell,1,,,,,
1.86,LR,1,,,,,
1.861,PCA,0.707106781186548,,,,,
1.861,K's tau,0.537345513164965,,,,,
1.861,Winsor,1,,,,,
1.861,Quad,1,,,,,
1.861,Ball,1,,,,,
1.861,Shell,1,,,,,
1.861,LR,1,,,,,
1.862,PCA,0.707106781186548,,,,,
1.862,K's tau,0.537056928034372,,,,,
1.862,Winsor,1,,,,,
1.862,Quad,1,,,,,
1.862,Ball,1,,,,,
1.862,Shell,1,,,,,
1.862,LR,1,,,,,
1.863,PCA,0.707106781186548,,,,,
1.863,K's tau,0.536768652710682,,,,,
1.863,Winsor,1,,,,,
1.863,Quad,1,,,,,
1.863,Ball,1,,,,,
1.863,Shell,1,,,,,
1.863,LR,1,,,,,
1.864,PCA,0.707106781186548,,,,,
1.864,K's tau,0.536480686695279,,,,,
1.864,Winsor,1,,,,,
1.864,Quad,1,,,,,
1.864,Ball,1,,,,,
1.864,Shell,1,,,,,
1.864,LR,1,,,,,
1.865,PCA,0.707106781186548,,,,,
1.865,K's tau,0.536193029490617,,,,,
1.865,Winsor,1,,,,,
1.865,Quad,1,,,,,
1.865,Ball,1,,,,,
1.865,Shell,1,,,,,
1.865,LR,1,,,,,
1.866,PCA,0.707106781186548,,,,,
1.866,K's tau,0.535905680600214,,,,,
1.866,Winsor,1,,,,,
1.866,Quad,1,,,,,
1.866,Ball,1,,,,,
1.866,Shell,1,,,,,
1.866,LR,1,,,,,
1.867,PCA,0.707106781186548,,,,,
1.867,K's tau,0.535618639528656,,,,,
1.867,Winsor,1,,,,,
1.867,Quad,1,,,,,
1.867,Ball,1,,,,,
1.867,Shell,1,,,,,
1.867,LR,1,,,,,
1.868,PCA,0.707106781186548,,,,,
1.868,K's tau,0.535331905781585,,,,,
1.868,Winsor,1,,,,,
1.868,Quad,1,,,,,
1.868,Ball,1,,,,,
1.868,Shell,1,,,,,
1.868,LR,1,,,,,
1.869,PCA,0.707106781186548,,,,,
1.869,K's tau,0.535045478865704,,,,,
1.869,Winsor,1,,,,,
1.869,Quad,1,,,,,
1.869,Ball,1,,,,,
1.869,Shell,1,,,,,
1.869,LR,1,,,,,
1.87,PCA,0.707106781186548,,,,,
1.87,K's tau,0.53475935828877,,,,,
1.87,Winsor,1,,,,,
1.87,Quad,1,,,,,
1.87,Ball,1,,,,,
1.87,Shell,1,,,,,
1.87,LR,1,,,,,
1.871,PCA,0.707106781186548,,,,,
1.871,K's tau,0.534473543559594,,,,,
1.871,Winsor,1,,,,,
1.871,Quad,1,,,,,
1.871,Ball,1,,,,,
1.871,Shell,1,,,,,
1.871,LR,1,,,,,
1.872,PCA,0.707106781186548,,,,,
1.872,K's tau,0.534188034188034,,,,,
1.872,Winsor,1,,,,,
1.872,Quad,1,,,,,
1.872,Ball,1,,,,,
1.872,Shell,1,,,,,
1.872,LR,1,,,,,
1.873,PCA,0.707106781186548,,,,,
1.873,K's tau,0.533902829684997,,,,,
1.873,Winsor,1,,,,,
1.873,Quad,1,,,,,
1.873,Ball,1,,,,,
1.873,Shell,1,,,,,
1.873,LR,1,,,,,
1.874,PCA,0.707106781186548,,,,,
1.874,K's tau,0.533617929562433,,,,,
1.874,Winsor,1,,,,,
1.874,Quad,1,,,,,
1.874,Ball,1,,,,,
1.874,Shell,1,,,,,
1.874,LR,1,,,,,
1.875,PCA,0.707106781186548,,,,,
1.875,K's tau,0.533333333333333,,,,,
1.875,Winsor,1,,,,,
1.875,Quad,1,,,,,
1.875,Ball,1,,,,,
1.875,Shell,1,,,,,
1.875,LR,1,,,,,
1.876,PCA,0.707106781186548,,,,,
1.876,K's tau,0.533049040511727,,,,,
1.876,Winsor,1,,,,,
1.876,Quad,1,,,,,
1.876,Ball,1,,,,,
1.876,Shell,1,,,,,
1.876,LR,1,,,,,
1.877,PCA,0.707106781186548,,,,,
1.877,K's tau,0.53276505061268,,,,,
1.877,Winsor,1,,,,,
1.877,Quad,1,,,,,
1.877,Ball,1,,,,,
1.877,Shell,1,,,,,
1.877,LR,1,,,,,
1.878,PCA,0.707106781186548,,,,,
1.878,K's tau,0.53248136315229,,,,,
1.878,Winsor,1,,,,,
1.878,Quad,1,,,,,
1.878,Ball,1,,,,,
1.878,Shell,1,,,,,
1.878,LR,1,,,,,
1.879,PCA,0.707106781186548,,,,,
1.879,K's tau,0.532197977647685,,,,,
1.879,Winsor,1,,,,,
1.879,Quad,1,,,,,
1.879,Ball,1,,,,,
1.879,Shell,1,,,,,
1.879,LR,1,,,,,
1.88,PCA,0.707106781186548,,,,,
1.88,K's tau,0.531914893617021,,,,,
1.88,Winsor,1,,,,,
1.88,Quad,1,,,,,
1.88,Ball,1,,,,,
1.88,Shell,1,,,,,
1.88,LR,1,,,,,
1.881,PCA,0.707106781186548,,,,,
1.881,K's tau,0.531632110579479,,,,,
1.881,Winsor,1,,,,,
1.881,Quad,1,,,,,
1.881,Ball,1,,,,,
1.881,Shell,1,,,,,
1.881,LR,1,,,,,
1.882,PCA,0.707106781186548,,,,,
1.882,K's tau,0.53134962805526,,,,,
1.882,Winsor,1,,,,,
1.882,Quad,1,,,,,
1.882,Ball,1,,,,,
1.882,Shell,1,,,,,
1.882,LR,1,,,,,
1.883,PCA,0.707106781186548,,,,,
1.883,K's tau,0.531067445565587,,,,,
1.883,Winsor,1,,,,,
1.883,Quad,1,,,,,
1.883,Ball,1,,,,,
1.883,Shell,1,,,,,
1.883,LR,1,,,,,
1.884,PCA,0.707106781186548,,,,,
1.884,K's tau,0.530785562632696,,,,,
1.884,Winsor,1,,,,,
1.884,Quad,1,,,,,
1.884,Ball,1,,,,,
1.884,Shell,1,,,,,
1.884,LR,1,,,,,
1.885,PCA,0.707106781186548,,,,,
1.885,K's tau,0.530503978779841,,,,,
1.885,Winsor,1,,,,,
1.885,Quad,1,,,,,
1.885,Ball,1,,,,,
1.885,Shell,1,,,,,
1.885,LR,1,,,,,
1.886,PCA,0.707106781186548,,,,,
1.886,K's tau,0.530222693531283,,,,,
1.886,Winsor,1,,,,,
1.886,Quad,1,,,,,
1.886,Ball,1,,,,,
1.886,Shell,1,,,,,
1.886,LR,1,,,,,
1.887,PCA,0.707106781186548,,,,,
1.887,K's tau,0.529941706412295,,,,,
1.887,Winsor,1,,,,,
1.887,Quad,1,,,,,
1.887,Ball,1,,,,,
1.887,Shell,1,,,,,
1.887,LR,1,,,,,
1.888,PCA,0.707106781186548,,,,,
1.888,K's tau,0.529661016949152,,,,,
1.888,Winsor,1,,,,,
1.888,Quad,1,,,,,
1.888,Ball,1,,,,,
1.888,Shell,1,,,,,
1.888,LR,1,,,,,
1.889,PCA,0.707106781186548,,,,,
1.889,K's tau,0.529380624669137,,,,,
1.889,Winsor,1,,,,,
1.889,Quad,1,,,,,
1.889,Ball,1,,,,,
1.889,Shell,1,,,,,
1.889,LR,1,,,,,
1.89,PCA,0.707106781186548,,,,,
1.89,K's tau,0.529100529100529,,,,,
1.89,Winsor,1,,,,,
1.89,Quad,1,,,,,
1.89,Ball,1,,,,,
1.89,Shell,1,,,,,
1.89,LR,1,,,,,
1.891,PCA,0.707106781186548,,,,,
1.891,K's tau,0.528820729772607,,,,,
1.891,Winsor,1,,,,,
1.891,Quad,1,,,,,
1.891,Ball,1,,,,,
1.891,Shell,1,,,,,
1.891,LR,1,,,,,
1.892,PCA,0.707106781186548,,,,,
1.892,K's tau,0.528541226215645,,,,,
1.892,Winsor,1,,,,,
1.892,Quad,1,,,,,
1.892,Ball,1,,,,,
1.892,Shell,1,,,,,
1.892,LR,1,,,,,
1.893,PCA,0.707106781186548,,,,,
1.893,K's tau,0.528262017960909,,,,,
1.893,Winsor,1,,,,,
1.893,Quad,1,,,,,
1.893,Ball,1,,,,,
1.893,Shell,1,,,,,
1.893,LR,1,,,,,
1.894,PCA,0.707106781186548,,,,,
1.894,K's tau,0.527983104540655,,,,,
1.894,Winsor,1,,,,,
1.894,Quad,1,,,,,
1.894,Ball,1,,,,,
1.894,Shell,1,,,,,
1.894,LR,1,,,,,
1.895,PCA,0.707106781186548,,,,,
1.895,K's tau,0.527704485488127,,,,,
1.895,Winsor,1,,,,,
1.895,Quad,1,,,,,
1.895,Ball,1,,,,,
1.895,Shell,1,,,,,
1.895,LR,1,,,,,
1.896,PCA,0.707106781186548,,,,,
1.896,K's tau,0.527426160337553,,,,,
1.896,Winsor,1,,,,,
1.896,Quad,1,,,,,
1.896,Ball,1,,,,,
1.896,Shell,1,,,,,
1.896,LR,1,,,,,
1.897,PCA,0.707106781186548,,,,,
1.897,K's tau,0.527148128624143,,,,,
1.897,Winsor,1,,,,,
1.897,Quad,1,,,,,
1.897,Ball,1,,,,,
1.897,Shell,1,,,,,
1.897,LR,1,,,,,
1.898,PCA,0.707106781186548,,,,,
1.898,K's tau,0.526870389884089,,,,,
1.898,Winsor,1,,,,,
1.898,Quad,1,,,,,
1.898,Ball,1,,,,,
1.898,Shell,1,,,,,
1.898,LR,1,,,,,
