Metric,PerturbationCondition,Level,Method,Mean,SD,N
NMI,Doublet fraction,15%,LR,0.80523019138018,0.11376541906132,10
ARI,Shifted-cell fraction,2%,PcaGrid,0.00191932781903486,0.00145958373379204,10
ARI,Shifted-cell fraction,2%,PcaHubert,0.785772992572132,0.113198160439179,10
ARI,Shifted-cell fraction,2%,PCP,0.980987280973,0.00813317233454075,10
ARI,Shifted-cell fraction,2%,PCA,0.668147510203893,0.112936894676483,10
ARI,Shifted-cell fraction,2%,K's tau,0.84103881160892,0.103979440172113,10
ARI,Shifted-cell fraction,2%,Winsor,0.665711306321638,0.116258854060636,10
ARI,Shifted-cell fraction,2%,Quad,0.661348327407273,0.0890135641527424,10
ARI,Shifted-cell fraction,2%,Ball,0.783660826426453,0.131672735102014,10
ARI,Shifted-cell fraction,2%,Shell,0.644394992749748,0.0822905230704929,10
ARI,Shifted-cell fraction,2%,LR,0.753003682681831,0.128551199357432,10
ARI,Shifted-cell fraction,4%,PcaGrid,0.00122596794502899,0.0018874402620842,10
ARI,Shifted-cell fraction,4%,PcaHubert,0.810083655548867,0.125039499310622,10
ARI,Shifted-cell fraction,4%,PCP,0.980725731657603,0.00782245876212461,10
ARI,Shifted-cell fraction,4%,PCA,0.646348971002419,0.0757949033605137,10
ARI,Shifted-cell fraction,4%,K's tau,0.847994632890816,0.0998617344608575,10
ARI,Shifted-cell fraction,4%,Winsor,0.66192225437121,0.072218134686084,10
ARI,Shifted-cell fraction,4%,Quad,0.677131866803223,0.0876895737681747,10
ARI,Shifted-cell fraction,4%,Ball,0.762404892592673,0.0993023242954839,10
ARI,Shifted-cell fraction,4%,Shell,0.663890094977566,0.0602846020523603,10
ARI,Shifted-cell fraction,4%,LR,0.735711533678079,0.0934132212838565,10
ARI,Shifted-cell fraction,6%,PcaGrid,0.00277033056687965,0.00315275180043805,10
ARI,Shifted-cell fraction,6%,PcaHubert,0.787375063131864,0.114610430699408,10
ARI,Shifted-cell fraction,6%,PCP,0.955047476937744,0.0835138974544531,10
ARI,Shifted-cell fraction,6%,PCA,0.66226043348067,0.0793364975355224,10
ARI,Shifted-cell fraction,6%,K's tau,0.802817136575216,0.129451187683853,10
ARI,Shifted-cell fraction,6%,Winsor,0.668117707823606,0.0707611437090659,10
ARI,Shifted-cell fraction,6%,Quad,0.698972699376571,0.0498770648317429,10
ARI,Shifted-cell fraction,6%,Ball,0.755351090917123,0.141761328680719,10
ARI,Shifted-cell fraction,6%,Shell,0.654413185795686,0.060606157618428,10
ARI,Shifted-cell fraction,6%,LR,0.763775868919497,0.0913809079797054,10
ARI,Shifted-cell fraction,8%,PcaGrid,0.000711584698649868,0.00306625904395397,10
ARI,Shifted-cell fraction,8%,PcaHubert,0.789355136012494,0.115217646280959,10
ARI,Shifted-cell fraction,8%,PCP,0.979536430323248,0.00815377825239086,10
ARI,Shifted-cell fraction,8%,PCA,0.660415670008803,0.0598809451374104,10
ARI,Shifted-cell fraction,8%,K's tau,0.845186591201704,0.113976412729251,10
ARI,Shifted-cell fraction,8%,Winsor,0.659529723759397,0.0760151896636085,10
ARI,Shifted-cell fraction,8%,Quad,0.687721891406405,0.099104451544625,10
ARI,Shifted-cell fraction,8%,Ball,0.757289780631183,0.121366011732187,10
ARI,Shifted-cell fraction,8%,Shell,0.637826065131891,0.0762619775614932,10
ARI,Shifted-cell fraction,8%,LR,0.70156212444606,0.0973977837151054,10
ARI,Shifted-cell fraction,10%,PcaGrid,0.00226126944724771,0.00348977996793609,10
ARI,Shifted-cell fraction,10%,PcaHubert,0.805808801598616,0.106741646388076,10
ARI,Shifted-cell fraction,10%,PCP,0.979875810927761,0.0088246416614866,10
ARI,Shifted-cell fraction,10%,PCA,0.680238085158522,0.0950255529981636,10
ARI,Shifted-cell fraction,10%,K's tau,0.809864973335369,0.141502155826147,10
ARI,Shifted-cell fraction,10%,Winsor,0.667587411400934,0.0828962719061532,10
ARI,Shifted-cell fraction,10%,Quad,0.664042186937881,0.0837725480272534,10
ARI,Shifted-cell fraction,10%,Ball,0.797805969798035,0.109520373872494,10
ARI,Shifted-cell fraction,10%,Shell,0.658080872107872,0.0783109278156337,10
ARI,Shifted-cell fraction,10%,LR,0.729724055782773,0.128153846933126,10
NMI,Shifted-cell fraction,2%,PcaGrid,0.00853858626477087,0.00335980826380153,10
NMI,Shifted-cell fraction,2%,PcaHubert,0.79818972390771,0.0934821663172683,10
